week_end_date,cbsa_code,cbsa_title,hh_rank,median_listing_price_yy,active_listing_count_yy,median_days_on_market_by_day_yy,median_days_on_market_yy,new_listing_count_yy,new_listing_share_yy,price_reduced_count_yy,price_reduced_share_yy
5/8/2021,19380,"dayton, oh",64,0.0%,-52.0%,-28,-47.5%,2.3%,10.3%,-54.5%,-1.2%
5/8/2021,46520,"urban honolulu, hi",65,8.2%,-12.2%,-18,-26.9%,36.3%,2.5%,-56.0%,-1.4%
5/8/2021,10900,"allentown-bethlehem-easton, pa-nj",66,15.0%,-41.2%,-51,-69.9%,120.0%,14.0%,46.3%,2.1%
5/8/2021,12940,"baton rouge, la",67,25.5%,-57.9%,-32,-35.6%,-20.9%,4.5%,-67.1%,-1.1%
5/8/2021,17900,"columbia, sc",68,6.1%,-66.5%,-34,-65.4%,-17.0%,11.6%,-65.6%,-0.5%
5/8/2021,24660,"greensboro-high point, nc",69,-12.0%,-61.6%,-23,-37.7%,-15.0%,10.0%,-55.8%,0.1%
5/8/2021,23420,"fresno, ca",70,17.9%,-54.1%,-36,-70.6%,18.8%,14.9%,-66.2%,-2.1%
5/8/2021,30780,"little rock-north little rock-conway, ar",71,4.9%,-64.7%,-30,-51.7%,-19.9%,9.6%,-36.6%,2.8%
5/8/2021,16700,"charleston-north charleston, sc",72,26.7%,-72.5%,-38,-50.0%,-26.7%,10.7%,-75.6%,-1.3%
5/8/2021,10420,"akron, oh",73,8.5%,-53.5%,-33,-53.2%,23.9%,15.0%,-64.0%,-2.3%
5/8/2021,15980,"cape coral-fort myers, fl",74,12.4%,-78.1%,-47,-52.2%,-13.2%,13.6%,-76.5%,-0.4%
5/8/2021,21340,"el paso, tx",75,22.6%,-49.9%,-28,-35.9%,4.5%,8.0%,-56.9%,-0.6%
5/8/2021,37100,"oxnard-thousand oaks-ventura, ca",76,10.3%,-50.6%,-19,-31.7%,9.6%,9.7%,-65.9%,-1.9%
5/8/2021,17820,"colorado springs, co",77,3.1%,-57.8%,-27,-77.1%,-8.3%,13.9%,-79.8%,-5.6%
5/8/2021,31540,"madison, wi",78,1.3%,-55.4%,-23,-39.0%,35.3%,15.9%,-63.5%,-1.9%
5/8/2021,12540,"bakersfield, ca",79,14.5%,-51.0%,-33,-58.9%,4.6%,10.3%,-56.5%,-1.0%
5/8/2021,45060,"syracuse, ny",80,15.0%,-37.2%,-43,-43.4%,60.2%,9.8%,-27.3%,0.1%
5/8/2021,49180,"winston-salem, nc",81,-8.4%,-56.4%,-25,-39.1%,9.7%,10.6%,-51.4%,-0.1%
5/8/2021,19660,"deltona-daytona beach-ormond beach, fl",82,17.2%,-71.7%,-43,-55.1%,-11.4%,11.4%,-62.4%,0.8%
5/8/2021,48620,"wichita, ks",83,-1.7%,-53.6%,-18,-30.5%,4.4%,11.2%,-64.3%,-2.0%
5/8/2021,45780,"toledo, oh",84,0.0%,-47.3%,-38,-58.5%,1.0%,10.2%,-36.4%,0.6%
5/8/2021,14260,"boise city, id",85,30.0%,-64.2%,-14,-32.6%,-12.4%,13.1%,-80.4%,-5.8%
5/8/2021,44140,"springfield, ma",86,9.1%,-51.3%,-44,-65.7%,13.0%,11.0%,-38.8%,0.5%
5/8/2021,19780,"des moines-west des moines, ia",87,9.1%,-50.3%,-15,-23.4%,-3.7%,6.7%,-56.5%,-1.9%
5/8/2021,29460,"lakeland-winter haven, fl",88,16.9%,-72.6%,-22,-31.9%,-10.4%,12.3%,-84.9%,-3.3%
5/8/2021,37340,"palm bay-melbourne-titusville, fl",89,16.9%,-70.1%,-27,-41.5%,-12.7%,12.3%,-79.7%,-3.0%
5/8/2021,32580,"mcallen-edinburg-mission, tx",90,25.3%,-54.7%,-29,-33.3%,-4.4%,5.0%,-53.3%,-0.1%
5/8/2021,42540,"scranton--wilkes-barre--hazleton, pa",91,14.8%,-59.4%,-72,-65.5%,120.9%,11.3%,170.0%,3.4%
5/8/2021,25420,"harrisburg-carlisle, pa",92,16.0%,-46.5%,-31,-44.3%,33.7%,10.6%,11.1%,1.5%
5/8/2021,49660,"youngstown-warren-boardman, oh-pa",93,11.9%,-59.9%,-50,-54.9%,21.9%,12.7%,-40.8%,1.1%
5/8/2021,12260,"augusta-richmond county, ga-sc",94,15.0%,-56.1%,-29,-40.8%,35.4%,12.2%,-67.3%,-1.8%
5/8/2021,44700,"stockton-lodi, ca",95,13.4%,-59.1%,-25,-50.0%,20.8%,16.8%,-72.6%,-2.3%
5/8/2021,16860,"chattanooga, tn-ga",96,6.3%,-65.7%,-33,-51.6%,-2.7%,13.9%,-57.6%,0.2%
5/8/2021,38860,"portland-south portland, me",97,10.6%,-53.7%,-48,-75.0%,14.0%,12.1%,-55.3%,-0.5%
5/8/2021,20500,"durham-chapel hill, nc",98,11.6%,-65.1%,-36,-62.1%,-10.9%,12.3%,-75.6%,-2.2%
5/8/2021,44060,"spokane-spokane valley, wa",99,7.7%,-61.6%,-14,-29.8%,-7.9%,15.7%,-60.4%,-0.7%
5/8/2021,27140,"jackson, ms",100,9.3%,-65.5%,-33,-38.8%,-16.7%,7.9%,-72.4%,-1.6%
5/1/2021,35620,"new york-newark-jersey city, ny-nj-pa",1,8.7%,-9.5%,-6,-9.4%,147.5%,6.4%,43.9%,1.0%
5/1/2021,31080,"los angeles-long beach-anaheim, ca",2,16.7%,-26.6%,-15,-23.4%,96.3%,9.2%,-15.5%,0.1%
5/1/2021,16980,"chicago-naperville-elgin, il-in-wi",3,7.7%,-41.9%,-22,-37.3%,21.9%,8.7%,-45.1%,-0.8%
5/1/2021,19100,"dallas-fort worth-arlington, tx",4,8.5%,-69.7%,-22,-40.0%,-21.6%,13.8%,-81.0%,-3.4%
5/1/2021,37980,"philadelphia-camden-wilmington, pa-nj-de-md",5,10.5%,-34.2%,-31,-44.3%,115.4%,12.9%,10.7%,1.7%
5/1/2021,47900,"washington-arlington-alexandria, dc-va-md-wv",6,1.6%,-27.4%,-12,-28.6%,65.9%,12.1%,-24.3%,-0.6%
5/1/2021,26420,"houston-the woodlands-sugar land, tx",7,13.3%,-55.7%,-19,-31.7%,0.3%,8.6%,-61.0%,-1.2%
5/1/2021,33100,"miami-fort lauderdale-west palm beach, fl",8,6.8%,-48.4%,-29,-29.0%,36.5%,5.8%,-50.9%,-0.4%
5/1/2021,12060,"atlanta-sandy springs-roswell, ga",9,16.3%,-63.0%,-18,-34.0%,-5.8%,12.0%,-68.3%,-1.6%
5/1/2021,14460,"boston-cambridge-newton, ma-nh",10,12.7%,-27.3%,-32,-59.3%,57.2%,11.3%,-22.4%,-0.3%
5/1/2021,41860,"san francisco-oakland-hayward, ca",11,10.4%,-16.7%,-14,-30.4%,61.3%,10.2%,-26.6%,-0.7%
5/1/2021,19820,"detroit-warren-dearborn, mi",12,14.2%,-52.2%,-47,-67.1%,102.2%,15.4%,-3.5%,1.7%
5/1/2021,38060,"phoenix-mesa-scottsdale, az",13,18.3%,-66.7%,-13,-28.9%,8.6%,16.9%,-77.5%,-4.0%
5/1/2021,42660,"seattle-tacoma-bellevue, wa",14,10.7%,-46.8%,-7,-17.5%,38.4%,15.9%,-60.9%,-2.0%
5/1/2021,33460,"minneapolis-st. paul-bloomington, mn-wi",15,-3.7%,-45.6%,-8,-18.6%,-3.9%,8.3%,-58.0%,-1.3%
5/1/2021,40140,"riverside-san bernardino-ontario, ca",16,21.2%,-62.2%,-30,-47.6%,77.1%,17.1%,-51.1%,0.2%
5/1/2021,45300,"tampa-st. petersburg-clearwater, fl",17,16.4%,-72.1%,-24,-38.7%,-0.9%,15.6%,-74.6%,-1.7%
5/1/2021,41740,"san diego-carlsbad, ca",18,11.1%,-29.8%,-6,-13.3%,12.7%,6.8%,-68.7%,-3.1%
5/1/2021,41180,"st. louis, mo-il",19,11.0%,-46.7%,-13,-20.3%,15.0%,9.4%,-55.7%,-1.4%
5/1/2021,19740,"denver-aurora-lakewood, co",20,9.1%,-60.3%,-28,-66.7%,0.3%,16.3%,-74.1%,-3.1%
5/1/2021,12580,"baltimore-columbia-towson, md",21,4.4%,-50.4%,-20,-36.4%,26.5%,12.4%,-45.9%,-0.4%
5/1/2021,38300,"pittsburgh, pa",22,19.6%,-48.7%,-48,-52.2%,107.7%,12.1%,198.3%,4.2%
5/1/2021,38900,"portland-vancouver-hillsboro, or-wa",23,12.5%,-55.6%,-14,-28.6%,17.2%,14.0%,-57.2%,-1.7%
5/1/2021,16740,"charlotte-concord-gastonia, nc-sc",24,11.7%,-65.0%,-21,-40.4%,-11.8%,12.2%,-64.3%,-0.8%
5/1/2021,36740,"orlando-kissimmee-sanford, fl",25,9.7%,-62.8%,-21,-32.8%,0.0%,10.4%,-71.8%,-2.0%
5/1/2021,17460,"cleveland-elyria, oh",26,7.3%,-52.4%,-19,-29.7%,3.0%,9.5%,-61.4%,-1.6%
5/1/2021,17140,"cincinnati, oh-ky-in",27,15.8%,-51.3%,-16,-30.2%,-19.1%,6.8%,-54.7%,-0.9%
5/1/2021,41700,"san antonio-new braunfels, tx",28,2.0%,-69.6%,-22,-34.9%,-9.9%,13.1%,-76.6%,-2.2%
5/1/2021,40900,"sacramento--roseville--arden-arcade, ca",29,19.2%,-55.7%,-17,-37.8%,6.4%,13.9%,-63.9%,-2.0%
5/1/2021,28140,"kansas city, mo-ks",30,-1.4%,-53.4%,-23,-35.9%,9.3%,11.5%,-59.9%,-1.4%
5/1/2021,18140,"columbus, oh",31,0.0%,-43.8%,-37,-74.0%,43.6%,15.4%,-64.2%,-3.6%
5/1/2021,26900,"indianapolis-carmel-anderson, in",32,-1.9%,-57.0%,-13,-24.5%,7.6%,12.7%,-60.9%,-1.7%
5/1/2021,29820,"las vegas-henderson-paradise, nv",33,16.6%,-51.7%,-24,-48.0%,18.5%,9.1%,-73.7%,-3.1%
5/1/2021,12420,"austin-round rock, tx",34,33.6%,-72.9%,-20,-40.8%,-4.2%,20.6%,-82.9%,-3.3%
5/1/2021,34980,"nashville-davidson--murfreesboro--franklin, tn",35,9.3%,-70.8%,-21,-55.3%,-36.3%,12.0%,-77.5%,-1.9%
5/1/2021,41940,"san jose-sunnyvale-santa clara, ca",36,7.6%,-22.7%,-11,-27.5%,94.9%,14.1%,-10.6%,-0.1%
5/1/2021,47260,"virginia beach-norfolk-newport news, va-nc",37,-0.6%,-51.8%,-29,-53.7%,9.3%,8.8%,-61.7%,-1.2%
5/1/2021,33340,"milwaukee-waukesha-west allis, wi",38,-13.9%,-51.1%,-15,-29.4%,25.4%,13.9%,-57.3%,-1.3%
5/1/2021,39300,"providence-warwick, ri-ma",39,0.0%,-56.4%,-28,-45.9%,26.0%,14.5%,-58.3%,-0.7%
5/1/2021,27260,"jacksonville, fl",40,12.9%,-71.5%,-23,-36.5%,-1.6%,14.2%,-73.8%,-1.3%
5/1/2021,36420,"oklahoma city, ok",41,9.4%,-67.0%,-6,-12.0%,-38.7%,7.6%,-63.9%,0.0%
5/1/2021,31140,"louisville/jefferson county, ky-in",42,-2.9%,-55.6%,-29,-50.9%,-24.0%,6.6%,-60.5%,-1.0%
5/1/2021,32820,"memphis, tn-ms-ar",43,-5.2%,-55.5%,-22,-37.3%,6.0%,11.1%,-63.0%,-1.4%
5/1/2021,35380,"new orleans-metairie, la",44,16.9%,-50.8%,-21,-28.8%,2.7%,6.4%,-33.0%,1.2%
5/1/2021,40060,"richmond, va",45,5.0%,-52.0%,-13,-25.5%,26.7%,13.0%,-65.7%,-2.2%
5/1/2021,15380,"buffalo-cheektowaga-niagara falls, ny",46,12.1%,-34.6%,-35,-50.0%,97.9%,15.6%,-14.3%,0.2%
5/1/2021,25540,"hartford-west hartford-east hartford, ct",47,8.7%,-29.7%,-28,-46.7%,30.1%,5.3%,-63.0%,-2.2%
5/1/2021,39580,"raleigh, nc",48,12.3%,-73.3%,-35,-61.4%,-11.9%,15.7%,-85.6%,-3.5%
5/1/2021,13820,"birmingham-hoover, al",49,6.2%,-51.8%,-18,-29.5%,2.3%,8.7%,-45.4%,0.1%
5/1/2021,40380,"rochester, ny",50,-0.9%,-36.4%,-45,-80.4%,87.7%,16.3%,-45.0%,-0.8%
5/1/2021,46060,"tucson, az",51,13.8%,-63.7%,-15,-28.8%,8.3%,15.1%,-71.4%,-2.5%
5/1/2021,41620,"salt lake city, ut",52,25.0%,-67.4%,-28,-77.8%,-3.0%,19.7%,-78.6%,-4.1%
5/1/2021,24340,"grand rapids-wyoming, mi",53,-3.8%,-60.4%,-24,-40.0%,45.3%,17.0%,-30.2%,0.9%
5/1/2021,46140,"tulsa, ok",54,4.3%,-60.4%,-11,-21.2%,-13.5%,9.9%,-61.3%,-0.6%
5/1/2021,10580,"albany-schenectady-troy, ny",55,12.5%,-47.9%,-21,-23.3%,37.5%,8.2%,-10.1%,1.4%
5/1/2021,10740,"albuquerque, nm",56,11.1%,-60.7%,-11,-21.2%,-9.5%,11.8%,-62.2%,-1.0%
5/1/2021,49340,"worcester, ma-ct",57,5.4%,-48.1%,-39,-69.6%,53.6%,15.7%,-63.1%,-2.0%
5/1/2021,36540,"omaha-council bluffs, ne-ia",58,2.6%,-54.4%,-12,-24.0%,-5.0%,10.9%,-62.7%,-1.3%
5/1/2021,28940,"knoxville, tn",59,13.3%,-67.4%,-20,-33.9%,-7.9%,13.4%,-60.6%,0.2%
5/1/2021,14860,"bridgeport-stamford-norwalk, ct",60,1.3%,-27.7%,-38,-51.4%,63.8%,5.9%,-24.2%,0.0%
5/1/2021,24860,"greenville-anderson-mauldin, sc",61,7.1%,-65.3%,-14,-21.5%,-21.5%,9.0%,-67.2%,-0.8%
5/1/2021,35300,"new haven-milford, ct",62,10.5%,-25.9%,-30,-49.2%,56.5%,6.3%,-47.1%,-1.2%
5/1/2021,35840,"north port-sarasota-bradenton, fl",63,18.6%,-78.9%,-42,-49.4%,12.3%,16.1%,-80.2%,-1.2%
5/1/2021,19380,"dayton, oh",64,8.2%,-54.0%,-22,-38.6%,16.7%,13.2%,-59.6%,-1.5%
5/1/2021,46520,"urban honolulu, hi",65,4.1%,-12.9%,-15,-22.7%,35.0%,2.5%,-49.5%,-1.0%
5/1/2021,10900,"allentown-bethlehem-easton, pa-nj",66,15.0%,-39.3%,-50,-68.5%,220.4%,16.9%,17.3%,1.4%
5/1/2021,12940,"baton rouge, la",67,24.6%,-58.5%,-29,-33.0%,-23.3%,4.3%,-58.9%,-0.3%
5/1/2021,17900,"columbia, sc",68,4.5%,-67.0%,-31,-60.8%,-21.2%,10.9%,-76.7%,-2.2%
5/1/2021,24660,"greensboro-high point, nc",69,-6.0%,-61.8%,-19,-32.8%,6.3%,14.2%,-46.1%,0.9%
5/1/2021,23420,"fresno, ca",70,14.9%,-54.4%,-35,-67.3%,32.1%,15.7%,-51.4%,-0.6%
5/1/2021,30780,"little rock-north little rock-conway, ar",71,9.6%,-66.1%,-28,-47.5%,-28.6%,8.3%,-61.3%,0.2%
5/1/2021,16700,"charleston-north charleston, sc",72,31.0%,-72.7%,-32,-43.2%,-28.8%,10.0%,-73.6%,-0.8%
5/1/2021,10420,"akron, oh",73,-2.2%,-60.2%,-22,-37.3%,2.8%,12.9%,-62.6%,-1.3%
5/1/2021,15980,"cape coral-fort myers, fl",74,7.7%,-77.0%,-45,-50.0%,-2.8%,12.2%,-75.1%,-0.2%
5/1/2021,21340,"el paso, tx",75,22.9%,-53.4%,-20,-25.3%,12.4%,7.4%,-44.2%,0.2%
5/1/2021,37100,"oxnard-thousand oaks-ventura, ca",76,15.6%,-50.7%,-18,-30.5%,10.7%,10.3%,-77.2%,-3.2%
5/1/2021,17820,"colorado springs, co",77,3.4%,-57.6%,-26,-72.2%,-9.7%,14.0%,-79.7%,-4.3%
5/1/2021,31540,"madison, wi",78,1.6%,-55.8%,-23,-40.4%,32.6%,15.8%,-66.2%,-1.8%
5/1/2021,12540,"bakersfield, ca",79,16.0%,-50.3%,-30,-56.6%,6.5%,9.8%,-62.6%,-1.9%
5/1/2021,45060,"syracuse, ny",80,10.1%,-35.5%,-47,-46.5%,101.2%,12.1%,-34.9%,-0.5%
5/1/2021,49180,"winston-salem, nc",81,-10.7%,-58.0%,-25,-39.7%,58.5%,16.0%,-64.5%,-1.5%
5/1/2021,19660,"deltona-daytona beach-ormond beach, fl",82,16.4%,-72.4%,-37,-48.1%,-9.3%,10.9%,-65.4%,0.6%
5/1/2021,48620,"wichita, ks",83,5.8%,-58.0%,-16,-27.6%,-25.3%,7.6%,-50.6%,0.4%
5/1/2021,45780,"toledo, oh",84,5.7%,-47.9%,-38,-58.5%,63.8%,13.6%,-53.4%,-3.0%
5/1/2021,14260,"boise city, id",85,27.8%,-65.0%,-13,-31.0%,-3.8%,16.2%,-76.0%,-2.8%
5/1/2021,44140,"springfield, ma",86,14.1%,-47.5%,-44,-67.7%,78.3%,16.4%,-63.3%,-2.6%
5/1/2021,19780,"des moines-west des moines, ia",87,11.2%,-51.0%,-15,-24.6%,1.4%,7.5%,-65.7%,-3.5%
5/1/2021,29460,"lakeland-winter haven, fl",88,14.8%,-73.0%,-18,-27.7%,-26.8%,9.4%,-75.2%,-0.9%
5/1/2021,37340,"palm bay-melbourne-titusville, fl",89,13.5%,-71.4%,-21,-32.8%,12.6%,14.1%,-70.0%,-0.6%
5/1/2021,32580,"mcallen-edinburg-mission, tx",90,25.1%,-52.5%,-26,-30.2%,-10.3%,4.2%,-57.6%,-0.5%
5/1/2021,42540,"scranton--wilkes-barre--hazleton, pa",91,27.3%,-58.3%,-71,-65.1%,230.0%,12.4%,78.6%,2.7%
5/1/2021,25420,"harrisburg-carlisle, pa",92,3.3%,-41.5%,-34,-45.9%,90.4%,13.9%,108.3%,2.6%
5/1/2021,49660,"youngstown-warren-boardman, oh-pa",93,11.8%,-63.0%,-48,-52.7%,15.5%,10.4%,-48.1%,1.1%
5/1/2021,12260,"augusta-richmond county, ga-sc",94,16.8%,-58.9%,-27,-38.0%,4.0%,10.5%,-67.0%,-1.4%
5/1/2021,44700,"stockton-lodi, ca",95,14.9%,-62.0%,-21,-43.8%,20.6%,17.6%,-63.8%,-1.1%
5/1/2021,16860,"chattanooga, tn-ga",96,9.2%,-68.8%,-28,-43.8%,-38.8%,7.9%,-68.5%,-0.4%
5/1/2021,38860,"portland-south portland, me",97,14.4%,-54.8%,-44,-67.7%,27.7%,13.2%,-56.1%,-0.6%
5/1/2021,20500,"durham-chapel hill, nc",98,12.3%,-63.5%,-32,-56.1%,15.2%,15.1%,-67.6%,-1.3%
5/1/2021,44060,"spokane-spokane valley, wa",99,2.7%,-61.3%,-13,-28.3%,9.3%,17.8%,-59.7%,-0.9%
5/1/2021,27140,"jackson, ms",100,4.5%,-64.8%,-29,-34.5%,-17.4%,8.4%,-66.0%,-0.6%
4/24/2021,35620,"new york-newark-jersey city, ny-nj-pa",1,8.5%,-17.2%,2,3.4%,162.9%,6.6%,82.1%,1.6%
4/24/2021,31080,"los angeles-long beach-anaheim, ca",2,16.7%,-25.7%,-13,-21.7%,55.8%,7.3%,-31.7%,-0.5%
4/24/2021,16980,"chicago-naperville-elgin, il-in-wi",3,7.7%,-42.8%,-20,-35.7%,28.8%,8.8%,-41.7%,-0.4%
4/24/2021,19100,"dallas-fort worth-arlington, tx",4,9.6%,-69.7%,-20,-38.5%,-2.8%,15.7%,-75.8%,-2.2%
4/24/2021,37980,"philadelphia-camden-wilmington, pa-nj-de-md",5,13.3%,-36.0%,-26,-40.0%,144.8%,13.3%,9.4%,1.6%
4/24/2021,47900,"washington-arlington-alexandria, dc-va-md-wv",6,0.2%,-30.4%,-9,-23.7%,63.2%,12.3%,-35.1%,-1.1%
4/24/2021,26420,"houston-the woodlands-sugar land, tx",7,11.1%,-55.8%,-15,-26.3%,4.4%,8.4%,-59.9%,-0.9%
4/24/2021,33100,"miami-fort lauderdale-west palm beach, fl",8,5.3%,-47.8%,-24,-25.0%,48.9%,6.0%,-47.6%,-0.2%
4/24/2021,12060,"atlanta-sandy springs-roswell, ga",9,16.0%,-63.0%,-16,-31.4%,8.7%,12.8%,-66.3%,-1.1%
4/24/2021,14460,"boston-cambridge-newton, ma-nh",10,13.7%,-27.1%,-29,-56.9%,73.8%,11.3%,-7.5%,0.4%
4/24/2021,41860,"san francisco-oakland-hayward, ca",11,10.4%,-11.6%,-12,-27.9%,98.6%,11.8%,0.0%,-0.1%
4/24/2021,19820,"detroit-warren-dearborn, mi",12,14.2%,-53.8%,-41,-63.1%,165.7%,16.5%,40.8%,2.6%
4/24/2021,38060,"phoenix-mesa-scottsdale, az",13,17.1%,-67.6%,-13,-31.0%,5.5%,16.7%,-78.1%,-4.3%
4/24/2021,42660,"seattle-tacoma-bellevue, wa",14,11.7%,-46.8%,-7,-20.0%,42.1%,16.3%,-54.2%,-1.5%
4/24/2021,33460,"minneapolis-st. paul-bloomington, mn-wi",15,-2.7%,-44.7%,-9,-22.0%,4.5%,8.5%,-61.0%,-1.7%
4/24/2021,40140,"riverside-san bernardino-ontario, ca",16,18.6%,-63.3%,-26,-44.1%,34.3%,15.9%,-68.3%,-1.2%
4/24/2021,45300,"tampa-st. petersburg-clearwater, fl",17,16.5%,-72.1%,-23,-39.0%,11.1%,16.1%,-76.1%,-2.0%
4/24/2021,41740,"san diego-carlsbad, ca",18,11.0%,-32.0%,-2,-4.5%,33.7%,8.7%,-68.0%,-3.1%
4/24/2021,41180,"st. louis, mo-il",19,7.3%,-44.0%,-11,-17.5%,26.7%,9.0%,-53.9%,-1.3%
4/24/2021,19740,"denver-aurora-lakewood, co",20,8.3%,-57.9%,-24,-61.5%,58.0%,20.0%,-59.7%,-1.2%
4/24/2021,12580,"baltimore-columbia-towson, md",21,1.0%,-52.1%,-20,-38.5%,48.1%,14.2%,-57.5%,-1.5%
4/24/2021,38300,"pittsburgh, pa",22,20.5%,-49.8%,-44,-50.0%,191.1%,13.6%,125.0%,4.3%
4/24/2021,38900,"portland-vancouver-hillsboro, or-wa",23,13.3%,-55.5%,-12,-26.1%,30.5%,14.4%,-47.6%,-0.1%
4/24/2021,16740,"charlotte-concord-gastonia, nc-sc",24,13.8%,-66.3%,-19,-38.8%,-6.5%,12.2%,-69.6%,-1.4%
4/24/2021,36740,"orlando-kissimmee-sanford, fl",25,6.2%,-62.7%,-18,-29.5%,18.8%,11.9%,-58.6%,-0.2%
4/24/2021,17460,"cleveland-elyria, oh",26,12.5%,-53.0%,-20,-31.7%,15.4%,10.1%,-55.3%,-0.8%
4/24/2021,17140,"cincinnati, oh-ky-in",27,19.4%,-53.9%,-14,-26.9%,-16.2%,6.9%,-59.6%,-0.9%
4/24/2021,41700,"san antonio-new braunfels, tx",28,6.9%,-70.8%,-20,-33.3%,-5.5%,13.4%,-72.9%,-1.0%
4/24/2021,40900,"sacramento--roseville--arden-arcade, ca",29,17.2%,-54.9%,-16,-38.1%,29.0%,15.9%,-65.0%,-2.2%
4/24/2021,28140,"kansas city, mo-ks",30,1.6%,-54.8%,-24,-38.1%,33.0%,13.0%,-52.0%,-0.4%
4/24/2021,18140,"columbus, oh",31,-4.9%,-45.8%,-32,-69.6%,74.4%,17.1%,-54.1%,-2.5%
4/24/2021,26900,"indianapolis-carmel-anderson, in",32,-3.2%,-59.8%,-13,-24.5%,22.6%,14.4%,-60.6%,-1.2%
4/24/2021,29820,"las vegas-henderson-paradise, nv",33,15.9%,-51.5%,-23,-47.9%,32.6%,9.9%,-78.6%,-3.8%
4/24/2021,12420,"austin-round rock, tx",34,36.0%,-73.5%,-23,-47.9%,12.1%,22.1%,-82.2%,-3.5%
4/24/2021,34980,"nashville-davidson--murfreesboro--franklin, tn",35,9.7%,-70.5%,-21,-56.8%,-26.7%,12.5%,-68.9%,-0.5%
4/24/2021,41940,"san jose-sunnyvale-santa clara, ca",36,4.4%,-15.9%,-12,-30.0%,111.2%,13.8%,20.0%,0.5%
4/24/2021,47260,"virginia beach-norfolk-newport news, va-nc",37,0.0%,-52.1%,-27,-52.9%,13.5%,9.3%,-65.0%,-1.4%
4/24/2021,33340,"milwaukee-waukesha-west allis, wi",38,-10.0%,-55.7%,-13,-26.5%,12.7%,12.9%,-49.2%,-0.1%
4/24/2021,39300,"providence-warwick, ri-ma",39,5.3%,-58.1%,-27,-46.6%,33.6%,14.4%,-67.9%,-1.3%
4/24/2021,27260,"jacksonville, fl",40,8.3%,-72.9%,-25,-40.3%,-8.6%,13.3%,-65.4%,0.5%
4/24/2021,36420,"oklahoma city, ok",41,10.3%,-68.0%,-6,-12.2%,-27.7%,8.6%,-63.2%,0.2%
4/24/2021,31140,"louisville/jefferson county, ky-in",42,-5.0%,-52.6%,-25,-47.2%,21.1%,11.5%,-52.3%,-0.7%
4/24/2021,32820,"memphis, tn-ms-ar",43,-4.0%,-55.4%,-18,-31.6%,18.5%,12.1%,-63.8%,-1.5%
4/24/2021,35380,"new orleans-metairie, la",44,17.7%,-50.7%,-19,-26.8%,7.8%,6.1%,-35.6%,0.9%
4/24/2021,40060,"richmond, va",45,5.9%,-53.8%,-10,-20.4%,28.6%,13.0%,-71.4%,-2.8%
4/24/2021,15380,"buffalo-cheektowaga-niagara falls, ny",46,13.6%,-40.0%,-35,-49.3%,143.2%,16.6%,30.0%,1.2%
4/24/2021,25540,"hartford-west hartford-east hartford, ct",47,8.7%,-33.0%,-27,-45.8%,37.4%,5.8%,-54.8%,-1.3%
4/24/2021,39580,"raleigh, nc",48,13.2%,-73.6%,-31,-58.5%,-12.0%,14.8%,-85.5%,-3.2%
4/24/2021,13820,"birmingham-hoover, al",49,5.0%,-51.4%,-18,-30.0%,11.5%,9.3%,-48.1%,-0.2%
4/24/2021,40380,"rochester, ny",50,-0.4%,-39.7%,-39,-75.0%,95.1%,15.8%,-28.6%,-0.1%
4/24/2021,46060,"tucson, az",51,15.0%,-66.6%,-13,-26.5%,14.0%,14.7%,-70.9%,-1.5%
4/24/2021,41620,"salt lake city, ut",52,28.7%,-70.2%,-23,-71.9%,-15.3%,18.2%,-81.8%,-4.6%
4/24/2021,24340,"grand rapids-wyoming, mi",53,1.6%,-59.0%,-24,-42.1%,100.0%,19.2%,0.0%,1.5%
4/24/2021,46140,"tulsa, ok",54,9.3%,-62.0%,-11,-20.8%,-28.2%,8.0%,-55.4%,0.3%
4/24/2021,10580,"albany-schenectady-troy, ny",55,13.9%,-47.7%,-20,-22.7%,55.6%,8.9%,3.7%,1.5%
4/24/2021,10740,"albuquerque, nm",56,9.5%,-61.1%,-11,-22.4%,31.5%,15.6%,-60.4%,-0.9%
4/24/2021,49340,"worcester, ma-ct",57,5.6%,-50.8%,-34,-65.4%,46.3%,14.8%,-59.7%,-1.3%
4/24/2021,36540,"omaha-council bluffs, ne-ia",58,2.5%,-54.0%,-9,-20.0%,15.7%,12.6%,-62.2%,-1.1%
4/24/2021,28940,"knoxville, tn",59,11.3%,-70.6%,-18,-30.0%,-9.5%,13.0%,-59.7%,0.9%
4/24/2021,14860,"bridgeport-stamford-norwalk, ct",60,-0.1%,-31.0%,-36,-50.0%,137.0%,7.8%,10.9%,1.0%
4/24/2021,24860,"greenville-anderson-mauldin, sc",61,15.3%,-64.6%,-10,-15.6%,-11.8%,8.6%,-62.5%,-0.2%
4/24/2021,35300,"new haven-milford, ct",62,9.3%,-30.1%,-28,-47.5%,93.8%,7.5%,-61.1%,-1.7%
4/24/2021,35840,"north port-sarasota-bradenton, fl",63,18.6%,-79.7%,-39,-48.1%,9.8%,13.9%,-80.0%,-0.8%
4/24/2021,19380,"dayton, oh",64,-9.1%,-56.1%,-18,-35.3%,-6.9%,9.3%,-62.3%,-1.6%
4/24/2021,46520,"urban honolulu, hi",65,2.3%,-11.9%,-18,-26.1%,6.9%,1.2%,-51.5%,-1.1%
